rating,review
4,ukulele straps are a hard to find thing
5,smart design
5,alittle thick
5,very nice strap for a specific application
3,does the job
5,better output
5,rocksmith
3,good for high gain or metal style for sure not very warm in tone for classic rock or blues
5,top quality strings
5,snappy
4,great strings but maybe not worth the money
2,another gimmick for guitars
3,not as expected
5,the best
5,i love cobalts
5,jackson rose
5,pretty good harmonica
5,nice sound and quality
1,straight up terrash
5,i feel like a blues brother
5,good sound
4,a harp
5,hohner blues band harmonica
5,bright stays put
5,night light
3,only hour battery life
2,not very bright
5,turn on your love light
3,couple of quirks but overall a solid light
5,worth the money it sounds great
5,tennessee saxe
5,best bang for the buck
4,nice harmonica
5,great sound for the price
5,a pleasure to play
5,special
5,a wonderful harp
5,should be industry standard
5,you cant go wrong with aquila
5,just love these strings
5,these sound just lovely
5,made my ukulele sound much better
5,best
5,the key to great sound
4,great uke strings but
5,happy again
5,aquila rocks
5,great for memory farts
4,great product bad instructions
5,holds ipad perfectly
5,very well made
5,phenomenal very heavy duty very heavy duty tablet clamp
4,works with lifeproof case
5,great ipad mic stand attachment that works great
2,didnt work for me
5,works much better than i expected
5,microphone stand tablet mount
4,works well but bulky
1,chargercity microphone stand tablet mount
2,disappointment first not so good review
5,works for all my tablets
4,impressive and functional
4,probably worth the price
5,five stars for this amout of joy for so few dollars
5,cool distortion effects highly recommended
5,its rock and roll
5,joy o the us dream
5,one of the best ever
4,great pedal bright
1,yorozuya yokoshima
4,one trick pony but i really like it
5,joyo win
5,another instant classic from joyo
2,boring boring boring
5,pleasantly pleased great pedal
4,nice over drive
5,five stars for doing what it does at this price point
5,best blues pedal out thereperiod
2,and a sweet baby it isuntil it died at the gig
5,high performance low budget
5,my favorite pedal great for metal
5,everyone raved about itand they were right
5,nice for the price
5,great pedal great price
5,killer pedal at a killer price
4,comparable to mxr dyna comp
1,is this thing on
2,retrun did not work
4,works well
2,nonfunctional
5,for a cheap compressor its hard to beat
5,great price
4,like
1,true bypass no effect
5,boutique quality and customization at a great price
4,pretty good but not great
4,almost perfect condition sounds fantastic
3,great eq
4,great price does the job
4,nice little eq
5,awesome for fine tuning my tone
3,soso by hey cheapcheap
5,as good as any eq pedal out there at any price
5,cheap but worth it
4,great effect after a little touchup
4,iffy
3,not too bad
3,not bad for the price
3,requires a mod to reach its potential
5,fuzzy wuzzy and i can bear the bad that it is
4,really nice for the price
4,excellent for bass
3,ok pedal for what it isprice is fair
4,solid little stomp box
3,works okay
3,not bad no reason to be excited
3,has its place its meh
4,nice pedal great price
4,ive got several guitars and capos this one is not too bad
3,use only on string guitars
4,works just fine
5,looks better than
5,import maple neck
3,frets are good but not exact fit for body
5,johnj
4,unbeatable at the price
3,nice neck
4,nice deal
3,to me the quality is so so
4,cool color strong spring
5,good deal
4,wrong color but its pretty nice for a cheap capo
5,it is certainly an easy change i would recommend it or purchase again
4,it was a gift
3,okay capo
3,israel kamakawiwoole would not approve
5,excellent sound for the price
4,about what youd expect
4,nice ukulele with bag for the price but the mahalo is a better option
5,decent little uke
5,best ever spent
4,you can put your guitar on it man
5,thank you
5,about ruining finishes
5,got two of them for less than the price of one locally
1,lightweightattractive inexpensive
4,ok guitar stand but theres better for less on here
1,stage rocker sr cradle guitar standblack
5,unbelieveable
5,for the price i dont see how you will find something better
4,good price im a little concerned because when i
4,a little rigid but it works well
4,does the job slightly longer than normal neck
5,great cheap pop filter
5,easy to use works great
4,awesome capo
5,capo shootout between the planet waves gth performance capo and the shubb s
5,a from my husband
5,where has this been
5,finally the capo i have been waiting for
5,works like a champ even on ukuleles
5,your hand muscles will thank you
5,a surprising accessory
5,easy and quick
5,innovative capo
5,improving on an old design
4,nice quick and accurate
4,best ive used
5,versatile capo
5,best capo ive ever had
4,good design from steinberger
5,never been happy
4,a nice capo with even tension
5,very easy to use
3,easier to attach than a kyser a couple of nifty features to boot
5,no buzz
3,it looks better than it works for me
5,as good as it gets
5,a great product made even greater
4,capable capo
4,a nice compromise between a kyser and a schubb
5,perhaps this may be my new favorite capo
5,works as promised
5,easy strong capo
2,its basically a distortion pedal in a box
5,this sounds good
4,solid tiny amp at a great price
3,agent orange
2,severely overrated
5,preliminary rating based on youtube reviews i checked out
3,does one thing well just not well enough for me
5,great purchase fits my uke perfect great design
5,nice little bag
3,serves the purpose
5,so good that i bought a nd for my son
5,exactly what i wantedg
5,great sturdy wonderful
4,great bang for the buck
5,awsome
5,great little tuner at a great price
5,works great big display small enough for your bag
5,worth every nickle
4,basic stupid proof
4,good little cords
5,good patch cables highly recommended
4,need some cables for cheap bruh get this
5,great effects connections
3,good function but
5,very universal
5,cherub violin pickup i like it
5,cheap quick and easy pickup for violin works great
5,cherub violin pickup
3,meh
5,seems to work ok
3,good at low volume bad loud
4,great sound short cord feedback prone
4,unbelievably good for
5,forget the rule
5,auto correction for my bad habits
4,swiss army knife for vocals
2,should have listened to the other reviewers
5,a lot of function in a small box
5,hell yeah
5,awesome pedal
4,best octave bang for the buck
1,the pitch shifting is out of tune
4,mooer pitch box organ like harmonies
5,used for electric acoustic guitars
5,price for tuner justified by awesome quality of tuner
5,korg beat boy
5,new violinist
4,works great with one caviaut
4,dependable small size big power
5,versatile cheap quiet
4,review of joyo power supply
4,clean power bright leds
5,does the job at a great price
4,useful noiseless expensive but good to have
5,joyo power
4,i like it
5,great power supply
5,work great
4,good but not identical to gibson
5,do the job
5,good quality fit right on cts pots
4,new knobs make a difference
5,portable durable and great mic preamp
5,great for pcs too
4,works great cord is absurdly short
1,problem with ios
5,not a single second wasted
5,if you love zep
5,led zepsilences the doubters
5,fantastic performance super production
5,the flashback x is an awesome sounding and flexible delay pedal
3,could be so much better
5,huge fun can download preset from website
5,powerful delay machine
2,too techy
5,very nice replacement for stratocasters
5,perfect fit for a standard strat nut slot
4,pc electric guitar bone nut for fender strat replacement
5,improved the sound of my squier strat
2,ehhh could be better
5,outstanding
5,super stand
5,good buy
5,inexpensive but not cheap
5,excellent stand
5,solid stand
5,sweet case
4,great guitar case for the money
4,not airline baggage
5,great case at a great price
5,fits my seagull string like a glove
5,fantastic buy
5,real bone but you should buy a sand paper to go along with ith
5,great upgrade for my yamaha acoustic
5,great price
5,great tuner but not a white sn
5,snark rules
5,snark sn
5,yep works even on a flute
4,pretty good clipon tuner
5,its a snark
5,every guitar case should have one
5,cool look
5,a great jack of all trades
5,spend some time and youll love it
5,great pedal for home studio
4,pleasant surprise good pedal
5,get this pedal
1,cheaply made only lasted a few months
4,saver
1,dont wast your money
3,for my first gig bag its ok i since
5,better than the fender standard best price point
4,lots of compartments in this very serviceable acoustic guitar bag
5,epiphone les paul
5,very nice caselike the compartment
1,does not fit a les paulesp eclipse shaped guitar their site says it does
5,best for the money
5,perfect as always
4,acoustic guitar case
5,an affordable quality product
3,nice case
5,great guitar bag
5,exactly what i wanted
4,acoustic guitar just fits in
